Unnamed: 0,StudentId,CGPA,Major Projects,Certifications,Mini Projects,Technical Skills Rating,Internship,Hackathon,12th Percentage,10th Percentage,backlogs,PlacementStatus,Name,Age,Department,Attendance,Aptitude Score,Coding Score,Technical Interview Score,Programming Languages Known,Soft Skills Rating,Communication Score,Extra Curricular Activities,Expected Salary
2188,2189,7.9,1,3,0,7,Yes,Yes,78,85,0,Placed,Abhishek Chatterjee,23,Electronics & Communication Engineering,75.2,100.0,83.6,80.0,"Kotlin, Java",4.8,87.4,No,23.27
2189,2190,8.3,0,2,0,7,No,Yes,55,72,1,NotPlaced,Priya Patel,24,Electronics & Communication Engineering,77.7,60.9,65.2,65.4,"SQL, JavaScript",4.5,81.3,No,5.8
2190,2191,7.8,1,2,1,7,No,Yes,55,69,3,NotPlaced,Rohan Joshi,24,Electronics & Communication Engineering,67.6,40.9,69.5,52.3,"C++, Java, SQL",5.0,99.1,No,5.8
2191,2192,7.6,2,3,2,8,Yes,Yes,67,69,0,Placed,Kiran Pillai,22,Electronics & Communication Engineering,95.3,72.5,80.3,81.3,"C++, Kotlin, Java, Swift",4.1,78.6,No,23.81
2192,2193,7.3,0,1,0,6,No,No,55,58,2,NotPlaced,Yash Reddy,21,Information Technology,55.9,66.1,66.5,56.0,"Java, Python, C++",3.5,72.6,No,4.47
2193,2194,7.8,1,1,0,7,No,Yes,55,70,2,NotPlaced,Vivek Pillai,22,Information Technology,87.4,51.4,74.1,58.4,"Python, Java",4.4,87.2,No,5.8
2194,2195,7.4,1,1,0,7,Yes,Yes,71,81,0,Placed,Riya Iyer,21,Computer Science & Engineering,91.5,81.4,79.7,75.2,"SQL, JavaScript",4.6,94.8,No,21.88
2195,2196,8.3,1,3,2,7,Yes,Yes,78,83,1,Placed,Neha Verma,22,Computer Science & Engineering,76.0,72.2,95.5,83.3,"Java, SQL, C++",4.6,83.4,No,26.26
2196,2197,8.0,1,2,2,7,No,Yes,70,84,1,Placed,Harsh Gupta,21,Information Technology,98.6,75.6,87.8,75.7,"Python, C++",4.2,76.1,Yes,22.85
2197,2198,7.6,0,2,2,7,Yes,Yes,80,71,2,NotPlaced,Kabir Gupta,21,Mechanical Engineering,77.2,61.0,59.0,57.3,"Java, SQL",4.8,95.2,No,5.8
2198,2199,8.3,0,3,0,8,Yes,Yes,73,81,1,Placed,Sanjay Gupta,21,Electronics & Communication Engineering,77.1,100.0,95.6,79.1,"JavaScript, C++, Python, Java, SQL",4.5,83.6,No,24.82
2199,2200,8.5,2,3,0,9,Yes,No,74,88,1,Placed,Priya Mishra,21,Computer Science & Engineering,79.3,86.2,100.0,95.8,"Python, SQL, C++, JavaScript, Java",5.0,94.0,No,43.8
2200,2201,8.1,1,1,0,9,No,Yes,70,82,1,NotPlaced,Kabir Reddy,20,Electrical & Electronics Engineering,79.2,31.9,70.6,77.8,"C++, Kotlin, SQL, Python, Go",4.6,99.4,Yes,5.8
2201,2202,8.5,1,3,0,7,Yes,Yes,73,88,1,NotPlaced,Dev Das,21,Mechanical Engineering,59.9,69.7,65.9,71.5,"C++, Python",4.3,87.8,Yes,5.8
2202,2203,6.8,0,1,1,7,Yes,Yes,60,82,4,NotPlaced,Aditi Mehta,21,Electrical & Electronics Engineering,87.6,50.8,47.3,53.2,"Java, JavaScript",4.2,84.6,No,4.65
2203,2204,6.5,0,2,1,6,No,No,65,71,3,NotPlaced,Vivek Rao,24,Electronics & Communication Engineering,62.2,38.9,44.0,45.2,"Python, Kotlin, Swift",3.2,66.0,No,3.92
2204,2205,8.3,0,3,1,7,Yes,No,81,67,1,NotPlaced,Harsh Rao,20,Computer Science & Engineering,70.7,55.5,83.5,67.9,"Python, JavaScript, Kotlin",4.7,92.8,Yes,5.8
2205,2206,6.5,0,1,0,6,No,Yes,58,66,2,NotPlaced,Deepak Banerjee,21,Computer Science & Engineering,76.8,36.6,49.3,47.3,"C++, SQL",4.2,84.7,No,3.73
2206,2207,8.0,2,3,3,9,Yes,Yes,84,81,0,Placed,Yash Patel,23,Electronics & Communication Engineering,72.3,92.2,90.6,87.2,"Python, C++, Java, SQL",5.0,95.7,No,27.71
2207,2208,7.8,1,1,0,8,Yes,Yes,79,69,4,NotPlaced,Deepak Choudhury,20,Computer Science & Engineering,82.9,43.7,90.8,70.8,"Java, Python, SQL, C++",5.0,90.7,No,5.8
2208,2209,8.9,2,3,2,8,Yes,Yes,71,88,0,Placed,Pooja Mishra,24,Computer Science & Engineering,78.9,98.9,100.0,97.8,"Python, C++, JavaScript, SQL",4.8,89.8,No,45.0
2209,2210,8.3,1,3,2,8,Yes,Yes,71,70,0,Placed,Vivek Iyer,22,Mechanical Engineering,74.1,88.1,75.4,95.6,"SQL, JavaScript, Python, Go",5.0,92.8,No,26.24
2210,2211,8.5,2,3,2,9,Yes,Yes,84,86,0,Placed,Yash Reddy,24,Electronics & Communication Engineering,96.9,96.6,100.0,85.6,"SQL, Java, Python, Kotlin, JavaScript",4.4,88.6,No,45.0
2211,2212,8.5,0,1,1,9,Yes,No,61,75,1,NotPlaced,Alok Mishra,24,Computer Science & Engineering,68.6,31.1,95.6,77.8,"JavaScript, Java, Python, SQL, C++",4.9,94.8,No,5.8
2212,2213,6.5,1,1,1,6,No,Yes,63,67,2,NotPlaced,Karan Verma,20,Computer Science & Engineering,76.1,40.9,52.4,47.5,"SQL, C++",3.7,81.2,Yes,4.15
2213,2214,8.1,0,1,2,8,Yes,Yes,74,66,1,Placed,Sanjay Das,20,Information Technology,95.5,73.0,86.2,84.4,"SQL, JavaScript, Python, Java",4.5,80.5,No,24.38
2214,2215,6.5,0,1,1,6,No,Yes,58,70,2,NotPlaced,Aarav Reddy,23,Computer Science & Engineering,69.4,69.1,55.2,53.2,"C++, SQL",4.5,91.9,No,3.92
2215,2216,7.7,2,3,2,8,Yes,Yes,86,79,1,Placed,Kiran Kumar,23,Electronics & Communication Engineering,95.8,87.5,81.3,81.7,"Java, JavaScript, Python",4.9,99.3,No,23.02
2216,2217,8.2,1,2,0,6,No,No,57,64,1,NotPlaced,Amit Mehta,20,Computer Science & Engineering,74.0,52.3,79.1,72.0,"JavaScript, Java, Python",4.7,83.2,No,5.8
2217,2218,6.7,1,1,1,7,No,Yes,75,72,3,NotPlaced,Nikhil Sen,20,Electrical & Electronics Engineering,85.5,49.2,47.0,56.4,"Go, JavaScript, Python",4.7,92.6,No,3.95
2218,2219,7.5,0,1,1,7,No,No,66,74,2,NotPlaced,Kavya Chatterjee,20,Electrical & Electronics Engineering,86.6,72.7,55.4,50.2,"Python, C++",3.7,71.3,Yes,5.4
2219,2220,8.3,2,3,2,8,Yes,Yes,79,81,1,Placed,Ananya Gupta,22,Electronics & Communication Engineering,94.2,79.2,89.1,86.9,"Java, SQL, Python",4.8,95.9,Yes,28.39
2220,2221,6.5,1,2,3,7,Yes,No,64,80,3,NotPlaced,Siddhi Pandey,24,Electrical & Electronics Engineering,68.2,62.0,43.9,47.7,"SQL, JavaScript",4.4,88.3,Yes,4.16
2221,2222,6.5,0,2,0,7,No,Yes,55,73,2,NotPlaced,Riya Pandey,23,Computer Science & Engineering,76.1,40.2,63.8,57.3,"Go, SQL",3.4,70.5,No,4.91
2222,2223,7.4,1,2,0,6,No,No,74,66,3,NotPlaced,Dev Mehta,23,Electronics & Communication Engineering,84.6,40.4,62.7,52.1,"SQL, Kotlin, C++",3.7,73.4,Yes,5.76
2223,2224,6.5,1,2,1,7,No,No,69,62,2,Placed,Siddhi Kumar,21,Electronics & Communication Engineering,96.9,87.4,64.7,61.4,"SQL, Swift, Python",4.6,83.4,No,12.38
2224,2225,7.4,0,3,2,9,Yes,Yes,83,88,1,Placed,Alok Pillai,22,Electronics & Communication Engineering,90.4,72.3,90.3,83.4,"SQL, C++, Python",5.0,90.3,Yes,19.35
2225,2226,7.7,0,1,1,6,No,No,67,64,3,NotPlaced,Sneha Banerjee,20,Computer Science & Engineering,77.5,42.7,70.4,53.0,"Python, JavaScript, Java",3.3,73.5,Yes,5.8
2226,2227,8.4,1,3,2,8,No,Yes,74,66,1,Placed,Diya Sen,20,Computer Science & Engineering,81.6,100.0,92.2,79.5,"Go, Python, SQL, JavaScript",4.3,85.6,Yes,23.59
2227,2228,7.8,1,3,0,8,Yes,Yes,79,72,0,Placed,Aryan Joshi,22,Computer Science & Engineering,97.1,90.6,100.0,74.7,"C++, Python, JavaScript, SQL, Go",4.8,85.9,Yes,23.68
2228,2229,8.0,1,3,2,9,Yes,Yes,72,84,3,NotPlaced,Yash Chatterjee,23,Electronics & Communication Engineering,75.2,51.1,80.3,76.3,"Java, Python, Go, SQL",4.7,96.0,Yes,5.8
2229,2230,8.3,2,3,2,9,Yes,Yes,75,80,0,Placed,Rohan Verma,20,Electrical & Electronics Engineering,96.7,76.8,86.5,87.8,"Python, SQL, Kotlin, C++",5.0,96.6,No,25.03
2230,2231,8.0,1,3,0,8,No,Yes,75,83,3,NotPlaced,Kavya Sen,21,Electronics & Communication Engineering,63.7,43.0,72.3,72.6,"SQL, C++, Java",5.0,94.3,No,5.8
2231,2232,8.4,1,3,1,7,No,No,69,73,1,NotPlaced,Dev Rao,23,Electrical & Electronics Engineering,56.9,69.9,62.2,55.2,"Python, Kotlin",4.6,92.2,Yes,5.8
2232,2233,8.3,2,3,2,9,Yes,Yes,88,87,1,Placed,Nikhil Gupta,24,Computer Science & Engineering,77.8,91.4,100.0,88.4,"JavaScript, Java, Python",5.0,99.0,No,29.16
2233,2234,8.4,2,3,2,8,No,Yes,73,71,1,Placed,Diya Mehta,22,Mechanical Engineering,84.4,90.4,79.2,92.3,"JavaScript, SQL, Python, Go",4.6,92.4,Yes,22.98
2234,2235,8.5,1,3,2,8,Yes,Yes,64,83,1,Placed,Siddhi Das,23,Information Technology,84.0,92.3,100.0,89.7,"C++, Java, SQL",5.0,91.5,Yes,45.0
2235,2236,8.3,1,2,2,9,Yes,Yes,90,84,0,Placed,Harsh Nair,24,Computer Science & Engineering,87.8,90.1,100.0,92.6,"Java, Python, JavaScript, SQL",5.0,100.0,No,27.48
2236,2237,8.5,1,2,3,9,No,Yes,70,72,1,NotPlaced,Meera Mehta,21,Electronics & Communication Engineering,68.2,30.0,82.2,78.8,"JavaScript, C++, Python",5.0,100.0,Yes,5.8
2237,2238,6.8,0,2,1,8,No,Yes,63,61,1,Placed,Sneha Mishra,22,Information Technology,91.8,85.2,79.1,66.1,"Python, SQL, Java, JavaScript, C++",4.4,81.9,No,16.55
2238,2239,7.5,1,2,0,8,No,Yes,57,61,1,Placed,Deepak Rao,20,Computer Science & Engineering,89.4,87.6,89.7,80.5,"C++, Python, JavaScript, Java",4.3,89.3,Yes,18.59
2239,2240,7.4,1,2,1,6,No,No,62,69,2,NotPlaced,Dev Gupta,20,Electrical & Electronics Engineering,78.5,71.5,45.0,57.6,"SQL, C++",3.5,74.1,No,4.64
2240,2241,7.8,1,1,0,7,No,Yes,57,69,2,NotPlaced,Nikhil Mehta,24,Mechanical Engineering,88.6,30.0,64.7,55.7,"Java, Go",3.2,70.9,Yes,5.8
2241,2242,7.5,1,1,0,6,No,Yes,82,67,3,NotPlaced,Vivek Nair,23,Computer Science & Engineering,85.4,57.8,66.1,47.5,"Python, Java",4.0,80.5,No,5.8
2242,2243,6.5,2,3,0,8,Yes,Yes,77,73,2,Placed,Yash Verma,21,Information Technology,74.1,94.0,75.1,74.1,"JavaScript, SQL, Java, C++",4.5,88.1,No,17.46
2243,2244,7.5,1,2,0,7,No,No,64,70,4,NotPlaced,Pooja Verma,24,Computer Science & Engineering,64.2,67.4,84.1,59.0,"Java, C++, JavaScript",3.9,77.9,No,5.8
2244,2245,7.4,0,1,1,6,No,Yes,60,71,3,NotPlaced,Kiran Sen,21,Mechanical Engineering,81.5,58.2,57.0,47.7,"Python, Java, JavaScript",4.2,87.2,No,5.8
2245,2246,8.0,1,2,1,8,Yes,Yes,75,68,1,Placed,Amit Nair,21,Computer Science & Engineering,82.2,75.5,87.0,91.2,"SQL, C++, JavaScript",4.4,84.4,Yes,23.64
2246,2247,8.5,2,2,2,6,No,Yes,76,81,1,NotPlaced,Kabir Gupta,21,Computer Science & Engineering,86.0,52.6,85.3,58.9,"Java, SQL",4.7,87.5,No,5.8
2247,2248,7.8,1,3,0,8,Yes,Yes,66,63,4,NotPlaced,Krishna Mishra,22,Information Technology,67.1,46.9,69.4,69.1,"Java, Python, Go, JavaScript, SQL",4.5,85.9,No,5.8
2248,2249,6.6,0,2,0,6,No,No,55,85,2,NotPlaced,Vivek Verma,24,Computer Science & Engineering,66.6,69.3,54.8,36.1,"Java, JavaScript, Python",4.4,88.9,No,4.73
2249,2250,8.5,1,2,1,7,No,Yes,58,70,1,NotPlaced,Ishaan Verma,22,Computer Science & Engineering,79.7,33.2,85.4,67.4,"Java, Go",4.4,76.4,No,5.8
2250,2251,6.5,1,2,1,6,No,No,55,72,3,NotPlaced,Ananya Das,23,Computer Science & Engineering,73.6,42.8,58.9,41.8,"Python, C++",4.3,90.5,No,4.29
2251,2252,7.6,1,3,3,7,Yes,No,86,74,0,Placed,Deepak Iyer,23,Computer Science & Engineering,91.5,90.5,82.1,76.8,"Java, C++, Python",5.0,96.4,No,22.13
2252,2253,7.7,1,1,1,7,No,Yes,72,75,3,NotPlaced,Nikhil Kumar,20,Computer Science & Engineering,74.8,53.9,76.6,66.0,"JavaScript, SQL, Python",4.9,97.2,Yes,5.8
2253,2254,8.0,2,3,0,9,Yes,Yes,72,85,1,Placed,Deepak Pillai,20,Mechanical Engineering,80.9,87.4,79.8,93.3,"SQL, Python, C++, JavaScript, Swift",4.6,90.8,Yes,24.67
2254,2255,8.0,1,3,2,8,Yes,No,84,85,0,Placed,Dev Rao,20,Mechanical Engineering,96.8,97.5,80.1,81.5,"SQL, Kotlin, C++",4.9,93.1,Yes,22.78
2255,2256,6.8,1,2,0,7,Yes,Yes,76,80,4,NotPlaced,Diya Mehta,23,Information Technology,77.5,30.0,68.9,56.1,"Java, Python, C++",5.0,88.9,No,5.8
2256,2257,8.2,1,3,2,7,Yes,Yes,78,65,0,Placed,Neha Pillai,21,Electronics & Communication Engineering,85.3,94.0,90.5,91.3,"Java, Kotlin, Python",4.3,84.0,No,27.95
2257,2258,8.1,2,3,2,8,Yes,Yes,84,81,0,Placed,Diya Das,21,Electronics & Communication Engineering,75.3,100.0,88.3,82.3,"C++, Python, Java, Swift",4.9,86.5,No,26.73
2258,2259,8.3,1,2,0,8,Yes,Yes,85,86,1,Placed,Aditi Sharma,24,Information Technology,80.6,99.9,96.0,83.8,"Python, SQL, Java",5.0,88.4,No,24.89
2259,2260,8.2,2,3,2,9,Yes,Yes,80,86,1,Placed,Aarav Pandey,23,Information Technology,75.9,72.7,100.0,83.3,"Python, JavaScript, Swift, C++",5.0,100.0,No,27.79
2260,2261,7.6,1,2,0,8,No,Yes,78,73,4,NotPlaced,Diya Das,20,Electronics & Communication Engineering,70.1,46.1,57.5,65.8,"C++, Python, SQL",5.0,92.8,Yes,5.8
2261,2262,6.5,1,2,0,7,No,Yes,55,65,4,NotPlaced,Karan Gupta,23,Information Technology,76.0,35.7,72.2,47.6,"Python, C++",4.1,89.9,Yes,4.94
2262,2263,8.3,1,2,1,8,Yes,Yes,59,69,1,NotPlaced,Tanvi Mehta,21,Electronics & Communication Engineering,76.1,62.5,76.8,66.0,"JavaScript, SQL, C++, Swift",4.8,100.0,No,5.8
2263,2264,7.4,0,1,0,8,No,Yes,68,63,2,NotPlaced,Sanjay Mishra,21,Information Technology,85.8,46.4,95.1,52.8,"Python, SQL, C++",4.3,76.4,Yes,5.8
2264,2265,7.6,1,2,0,7,No,Yes,68,72,1,Placed,Kabir Gupta,22,Information Technology,83.8,89.4,87.8,68.9,"SQL, JavaScript, Python",3.9,85.7,No,19.78
2265,2266,8.4,2,3,1,8,Yes,Yes,79,83,0,Placed,Sneha Pandey,22,Electrical & Electronics Engineering,86.3,85.5,84.9,80.8,"SQL, Python, C++, Java",5.0,94.4,No,27.08
2266,2267,7.4,1,1,0,7,No,Yes,56,62,4,NotPlaced,Diya Singh,24,Electronics & Communication Engineering,61.6,68.1,52.8,63.5,"Swift, C++",4.6,79.6,Yes,4.55
2267,2268,8.0,1,1,0,7,Yes,Yes,72,68,1,Placed,Harsh Das,23,Civil Engineering,92.2,100.0,70.6,76.0,"C++, Java",4.2,85.4,No,19.35
2268,2269,8.2,0,3,2,8,Yes,Yes,80,83,1,Placed,Pooja Sen,22,Electrical & Electronics Engineering,82.6,86.5,81.0,79.2,"Java, SQL, Go, Python",5.0,95.3,No,24.1
2269,2270,8.2,1,2,2,8,Yes,Yes,76,83,0,Placed,Vihaan Banerjee,22,Computer Science & Engineering,94.0,87.9,93.7,92.1,"Python, SQL, Go, C++, JavaScript",4.5,93.7,Yes,26.61
2270,2271,8.0,0,2,2,8,Yes,Yes,82,78,2,NotPlaced,Siddhi Singh,23,Electronics & Communication Engineering,72.8,78.4,82.7,70.7,"Java, Kotlin, C++, Python",4.9,88.6,Yes,5.8
2271,2272,7.8,2,3,0,7,Yes,Yes,72,81,0,Placed,Diya Banerjee,21,Electronics & Communication Engineering,81.7,75.4,79.5,70.9,"Java, Kotlin, Python",4.3,93.4,Yes,23.44
2272,2273,8.0,1,2,1,8,Yes,Yes,76,82,3,NotPlaced,Vikram Mishra,24,Electronics & Communication Engineering,83.3,78.4,70.9,68.7,"Python, SQL, Kotlin",3.8,59.6,No,5.8
2273,2274,6.5,2,2,2,7,No,No,80,71,2,Placed,Abhishek Banerjee,24,Information Technology,86.0,97.7,78.7,71.3,"Java, JavaScript",4.2,86.7,Yes,16.6
2274,2275,6.5,1,1,0,6,No,No,61,74,3,NotPlaced,Diya Choudhury,24,Computer Science & Engineering,82.3,59.1,57.0,42.2,"JavaScript, Python",3.6,83.0,No,3.76
2275,2276,7.9,1,1,1,7,No,No,55,69,4,NotPlaced,Rahul Sen,22,Civil Engineering,86.9,58.7,65.3,62.2,"Python, C++",4.4,84.0,Yes,5.8
2276,2277,6.5,0,1,0,7,No,No,72,67,2,NotPlaced,Siddhi Gupta,21,Mechanical Engineering,73.1,40.7,40.5,41.1,"C++, Python",4.0,83.3,No,3.52
2277,2278,7.8,1,3,2,9,Yes,Yes,79,83,0,Placed,Meera Pillai,24,Information Technology,82.4,71.1,100.0,88.0,"SQL, Python, Java, JavaScript, C++",4.8,99.5,Yes,22.97
2278,2279,7.8,1,2,0,7,No,Yes,55,69,3,NotPlaced,Riya Kumar,23,Computer Science & Engineering,70.4,40.7,78.4,70.3,"JavaScript, C++, SQL",5.0,89.8,No,5.8
2279,2280,8.0,2,3,2,8,Yes,Yes,71,85,0,Placed,Ishaan Joshi,24,Electrical & Electronics Engineering,96.2,83.1,81.8,88.4,"C++, JavaScript, SQL",4.4,95.4,Yes,24.36
2280,2281,8.3,0,3,2,7,Yes,Yes,70,84,1,NotPlaced,Deepak Pillai,20,Information Technology,75.5,58.6,77.9,63.8,"JavaScript, Python",4.1,74.8,No,5.8
2281,2282,6.6,1,1,0,6,Yes,Yes,55,67,2,Placed,Abhishek Sharma,21,Information Technology,84.5,79.0,77.8,57.0,"Java, Python",4.1,81.0,Yes,15.92
2282,2283,7.5,1,3,1,7,No,No,83,73,4,NotPlaced,Aryan Pandey,20,Electronics & Communication Engineering,64.1,35.7,55.2,59.7,"Python, C++",4.4,79.6,No,5.36
2283,2284,7.6,1,1,1,7,No,No,62,71,4,NotPlaced,Aarav Joshi,21,Electrical & Electronics Engineering,83.0,76.4,56.0,66.8,"SQL, Kotlin, Python",4.6,94.5,Yes,4.98
2284,2285,7.7,0,1,0,6,No,No,74,69,3,NotPlaced,Meghna Choudhury,23,Computer Science & Engineering,68.4,63.9,73.4,53.3,"Python, Swift",4.1,78.2,No,5.8
2285,2286,7.4,1,2,0,8,No,Yes,65,67,4,NotPlaced,Kiran Sen,22,Electrical & Electronics Engineering,75.6,63.1,60.6,62.5,"Python, SQL, JavaScript, C++, Swift",4.5,83.6,No,5.73
2286,2287,8.5,1,1,0,7,Yes,Yes,58,71,1,NotPlaced,Aryan Pandey,22,Electronics & Communication Engineering,62.3,40.7,67.0,61.1,"C++, Python, Swift",3.8,84.8,Yes,5.8
2287,2288,7.5,1,2,1,6,No,Yes,55,67,4,NotPlaced,Ananya Sharma,21,Electronics & Communication Engineering,87.8,70.7,57.8,49.7,"C++, Java",3.4,77.0,Yes,5.8
2288,2289,7.6,1,3,0,8,Yes,Yes,69,84,1,Placed,Sanya Gupta,24,Computer Science & Engineering,80.4,69.0,87.0,77.3,"SQL, Python, Java",4.9,98.4,No,21.85
2289,2290,8.0,1,2,1,8,Yes,No,77,69,3,NotPlaced,Kabir Joshi,20,Computer Science & Engineering,88.2,53.8,78.0,65.4,"JavaScript, Java, C++",3.9,89.7,No,5.8
2290,2291,8.7,1,3,2,8,Yes,Yes,76,82,0,Placed,Aarav Choudhury,23,Computer Science & Engineering,78.5,96.9,100.0,83.9,"JavaScript, Python, SQL",4.9,91.3,Yes,41.01
2291,2292,6.5,0,2,0,7,No,Yes,55,66,4,NotPlaced,Alok Reddy,24,Computer Science & Engineering,62.1,44.7,58.8,46.5,"Java, SQL",3.8,70.4,Yes,4.53
2292,2293,8.2,1,3,2,7,Yes,Yes,66,86,1,NotPlaced,Priya Singh,22,Computer Science & Engineering,77.3,33.2,73.5,69.7,"Python, JavaScript, Java",4.3,81.6,No,5.8
2293,2294,6.5,1,1,0,8,No,Yes,59,69,3,NotPlaced,Deepak Das,24,Information Technology,86.6,62.9,60.7,57.8,"JavaScript, Python, SQL",4.8,86.9,Yes,4.26
2294,2295,8.4,2,3,2,9,Yes,No,75,86,1,Placed,Divya Gupta,20,Computer Science & Engineering,98.2,79.5,99.2,94.9,"JavaScript, Python, Java, C++, Kotlin",4.8,94.6,No,29.55
2295,2296,7.9,2,1,2,8,Yes,No,82,82,1,Placed,Sanjay Nair,22,Computer Science & Engineering,93.1,82.3,93.8,85.2,"JavaScript, SQL, Java, C++, Python",5.0,96.3,No,24.8
2296,2297,7.6,1,2,0,7,No,No,56,63,3,NotPlaced,Amit Banerjee,21,Information Technology,71.9,44.3,76.4,63.7,"SQL, Swift, Python",4.2,85.1,Yes,5.8
2297,2298,7.5,1,1,1,7,Yes,Yes,64,72,3,NotPlaced,Yash Iyer,23,Computer Science & Engineering,80.2,36.5,83.7,62.0,"C++, Java",4.3,85.8,No,5.8
2298,2299,7.5,1,1,1,6,No,No,60,61,4,NotPlaced,Kabir Kumar,23,Electronics & Communication Engineering,57.3,33.9,47.0,61.2,"JavaScript, Java",4.7,87.4,Yes,5.17
2299,2300,8.4,0,1,1,6,No,No,78,58,1,Placed,Meghna Chatterjee,22,Information Technology,79.8,66.5,82.6,86.2,"Python, JavaScript",4.3,84.3,No,18.27
2300,2301,8.8,0,3,0,8,Yes,Yes,63,78,0,Placed,Priya Das,21,Computer Science & Engineering,88.1,96.3,97.7,90.4,"C++, JavaScript, Kotlin, Go, Python",5.0,96.8,Yes,42.12
2301,2302,8.0,1,3,3,9,Yes,Yes,82,84,1,Placed,Rahul Chatterjee,20,Computer Science & Engineering,87.5,75.7,93.4,92.8,"C++, Go, Python, Java, JavaScript",5.0,99.2,No,25.74
2302,2303,8.6,2,3,2,9,Yes,Yes,84,82,0,Placed,Vihaan Gupta,23,Electronics & Communication Engineering,78.4,83.4,85.5,83.5,"SQL, Python, Kotlin, Java, JavaScript",4.4,91.9,Yes,45.0
2303,2304,8.4,2,3,2,9,Yes,Yes,77,77,1,NotPlaced,Meera Singh,22,Computer Science & Engineering,64.8,74.5,90.0,74.6,"JavaScript, SQL, Java, Python, C++",4.8,100.0,No,5.8
2304,2305,8.2,1,3,2,9,Yes,Yes,75,80,0,Placed,Pooja Das,23,Mechanical Engineering,90.3,81.0,96.5,94.1,"Kotlin, JavaScript, SQL",3.9,78.5,No,27.9
2305,2306,7.3,1,1,1,6,No,No,59,60,2,NotPlaced,Krishna Chatterjee,21,Electronics & Communication Engineering,68.6,42.4,62.2,41.6,"JavaScript, Java",4.5,86.9,Yes,5.11
2306,2307,6.5,1,2,2,7,Yes,Yes,66,70,1,Placed,Yash Patel,20,Computer Science & Engineering,95.5,89.9,69.2,72.4,"Python, JavaScript, Swift",4.6,81.3,No,15.42
2307,2308,7.4,1,1,1,6,No,No,65,65,3,NotPlaced,Yash Iyer,21,Information Technology,88.6,53.8,67.4,43.7,"Kotlin, JavaScript, Java",3.6,71.8,Yes,5.48
2308,2309,8.0,2,1,0,7,No,Yes,59,65,2,NotPlaced,Sai Das,24,Electronics & Communication Engineering,81.0,60.5,67.2,70.8,"C++, SQL",4.2,84.3,No,5.8
2309,2310,7.9,1,2,0,8,No,Yes,59,66,2,NotPlaced,Aditi Mehta,21,Computer Science & Engineering,85.8,66.8,83.8,76.5,"Python, JavaScript, Java",4.8,93.5,No,5.8
2310,2311,8.3,0,3,0,8,Yes,Yes,70,80,1,NotPlaced,Vivek Das,21,Computer Science & Engineering,70.7,47.7,84.6,60.2,"Java, SQL, Python",4.8,95.1,No,5.8
2311,2312,7.0,1,3,1,9,Yes,Yes,74,60,3,NotPlaced,Aditi Mishra,23,Information Technology,81.3,37.7,73.2,67.3,"Python, C++, JavaScript",4.7,95.3,No,5.8
2312,2313,6.5,1,2,0,8,No,Yes,59,68,4,NotPlaced,Meera Verma,21,Mechanical Engineering,82.6,39.5,63.0,55.5,"JavaScript, Java, SQL",4.6,82.4,Yes,4.32
2313,2314,8.2,1,3,0,7,No,No,55,73,1,NotPlaced,Alok Sharma,22,Computer Science & Engineering,74.0,30.0,78.1,69.2,"Java, SQL",4.3,85.6,No,5.8
2314,2315,8.7,1,2,1,9,No,No,74,68,1,NotPlaced,Kavya Sen,23,Information Technology,84.2,48.0,89.9,77.4,"SQL, Python, C++, JavaScript",4.6,94.4,No,5.8
2315,2316,7.5,1,1,0,7,Yes,Yes,79,88,0,Placed,Alok Sharma,23,Computer Science & Engineering,90.0,95.5,94.6,72.5,"JavaScript, Python, C++",4.8,93.1,Yes,20.73
2316,2317,7.6,1,1,0,6,No,No,56,64,2,NotPlaced,Ananya Gupta,24,Electronics & Communication Engineering,67.3,59.1,61.2,58.5,"Python, C++",4.3,78.9,Yes,5.8
2317,2318,7.6,1,3,0,8,No,No,57,73,2,NotPlaced,Karan Sen,22,Electronics & Communication Engineering,65.1,56.6,69.8,70.0,"Kotlin, C++, SQL, Go, Swift",4.1,88.9,Yes,5.8
2318,2319,8.3,1,3,2,8,Yes,Yes,72,80,1,NotPlaced,Sai Nair,21,Information Technology,68.8,34.4,94.5,62.0,"C++, Python, JavaScript, Java, Go",5.0,92.8,Yes,5.8
2319,2320,7.4,0,1,1,9,Yes,Yes,71,69,3,NotPlaced,Tanvi Kumar,24,Electrical & Electronics Engineering,63.5,59.8,66.2,72.6,"Go, SQL, Python, C++, Java",5.0,93.0,No,5.8
2320,2321,7.6,1,2,0,7,No,Yes,71,62,4,NotPlaced,Aadhya Joshi,22,Computer Science & Engineering,61.4,33.3,70.0,62.5,"Java, SQL, Kotlin",3.9,79.9,No,5.8
2321,2322,7.4,1,2,1,6,Yes,Yes,60,66,4,NotPlaced,Deepak Mishra,24,Electronics & Communication Engineering,76.2,62.0,61.1,51.3,"SQL, C++",4.5,92.5,No,5.8
2322,2323,7.5,0,1,1,7,Yes,Yes,79,74,3,NotPlaced,Nikhil Patel,20,Computer Science & Engineering,71.0,79.6,60.5,50.4,"Python, C++, JavaScript",4.6,86.0,Yes,5.34
2323,2324,7.7,1,1,0,7,No,Yes,59,71,4,NotPlaced,Aditya Reddy,21,Electrical & Electronics Engineering,86.1,53.8,74.0,57.6,"SQL, JavaScript",3.5,77.1,Yes,5.8
